2018-06-30 14:12:19,336 [1] INFO  Charon.Program - Started at 'C:\Users\kwan\Desktop\damage' with arguments 'SERVE C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs --port 19859 --watchPid 9992 --lockFile C:\Users\kwan\Desktop\damage\Library\Charon\Charon.lock --environment Unity --extensions None --scriptAssemblies C:\Users\kwan\Desktop\damage\Library\ScriptAssemblies\Assembly-CSharp.dll'.
2018-06-30 14:23:42,930 [27] INFO  Charon.DataSources.FileDataSource - A change 'AttributeRemove, entity: 5b371fb1cab7e61d60d27fe6, attribute to remove: character' has been applied.
2018-06-30 14:23:42,931 [27] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:42,933 [27] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: world, add after: Id' has been applied.
2018-06-30 14:23:42,934 [27] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:42,938 [27] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: world' has been applied.
2018-06-30 14:23:42,939 [27] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:42,942 [27] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: DEF, add after: HP' has been applied.
2018-06-30 14:23:42,943 [27] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:42,945 [27] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: DEF' has been applied.
2018-06-30 14:23:42,946 [27] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:42,947 [27] INFO  Charon.DataApplication - Validation failed with following errors:
[DuplicateUniqueValue] Duplication of unique value '_ID_Attribute_4' of attribute 'Name'. path: 5b371fb1cab7e61d60d27fe6.Attributes
2018-06-30 14:25:00,022 [41] INFO  Charon.DataApplication - Validation failed with following errors:
[Generic] Document is protected from modification. path: 18d4bf318f3c49688087dbed
2018-06-30 14:25:09,214 [39] INFO  Charon.DataApplication - Validation failed with following errors:
[Generic] Document is protected from modification. path: 18d4bf318f3c49688087dbed
2018-06-30 14:54:30,581 [67] INFO  Charon.DataSources.FileDataSource - A change 'EntityUpdate, entity: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:54:30,581 [67] INFO  Charon.DataSources.FileDataSource - A change 'EntitySetDescription, entity: 5b371fb1cab7e61d60d27fe6, description: ' has been applied.
2018-06-30 14:54:30,581 [67] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:54:30,582 [67] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDisplayName, entity: 5b371fb1cab7e61d60d27fe6, attribute: character, display name: name' has been applied.
2018-06-30 14:54:30,582 [67] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:54:30,582 [67] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDescription, entity: 5b371fb1cab7e61d60d27fe6, attribute: character, description: ' has been applied.
2018-06-30 14:54:30,585 [67] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:54:30,586 [67] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDefaultValue, entity: 5b371fb1cab7e61d60d27fe6, attribute: character, default value: ' has been applied.
2018-06-30 14:54:30,589 [67] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:54:30,589 [67] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetName, entity: 5b371fb1cab7e61d60d27fe6, attribute: character, new attribute name: name' has been applied.
2018-06-30 14:54:30,595 [67] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:54:30,601 [67] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:54:30,601 [67] INFO  Charon.DataSources.FileDataSource - Saving data to temporary file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'.
2018-06-30 14:54:30,613 [67] INFO  Charon.DataSources.FileDataSource - Replacing 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs' with file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'.
2018-06-30 14:54:30,613 [67] INFO  Charon.DataSources.FileDataSource - Transaction (id: 5b372926cab7e61d60d2800f, Has Changes: True, Changed Documents: 1) was committed.
2018-06-30 14:54:30,614 [72] INFO  Charon.DataSources.FileDataSource - Trying to replace 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs' with file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'. Attempt #1.
2018-06-30 14:54:30,618 [72] INFO  Charon.DataSources.FileDataSource - Data was successfully saved to 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs'.
2018-06-30 14:55:22,122 [58] INFO  Charon.DataSources.FileDataSource - A change 'EntityUpdate, entity: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:22,122 [58] INFO  Charon.DataSources.FileDataSource - A change 'EntitySetDescription, entity: 5b371fb1cab7e61d60d27fe6, description: ' has been applied.
2018-06-30 14:55:22,122 [58] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:22,123 [58] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: TYPE, add after: World' has been applied.
2018-06-30 14:55:22,123 [58] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:22,127 [58] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: World, add after: name' has been applied.
2018-06-30 14:55:22,127 [58] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:22,130 [58] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:22,131 [58] INFO  Charon.DataSources.FileDataSource - Saving data to temporary file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'.
2018-06-30 14:55:22,141 [58] INFO  Charon.DataSources.FileDataSource - Replacing 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs' with file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'.
2018-06-30 14:55:22,141 [58] INFO  Charon.DataSources.FileDataSource - Transaction (id: 5b37295acab7e61d60d28010, Has Changes: True, Changed Documents: 1) was committed.
2018-06-30 14:55:22,142 [64] INFO  Charon.DataSources.FileDataSource - Trying to replace 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs' with file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'. Attempt #1.
2018-06-30 14:55:22,146 [64] INFO  Charon.DataSources.FileDataSource - Data was successfully saved to 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs'.
2018-06-30 14:55:47,107 [58] INFO  Charon.DataSources.FileDataSource - A change 'EntityUpdate, entity: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:47,107 [58] INFO  Charon.DataSources.FileDataSource - A change 'EntitySetDescription, entity: 5b371fb1cab7e61d60d27fe6, description: ' has been applied.
2018-06-30 14:55:47,107 [58] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:47,108 [58] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDisplayName, entity: 5b371fb1cab7e61d60d27fe6, attribute: TYPE, display name: Type' has been applied.
2018-06-30 14:55:47,108 [58] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:47,111 [58] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDescription, entity: 5b371fb1cab7e61d60d27fe6, attribute: TYPE, description: ' has been applied.
2018-06-30 14:55:47,113 [58] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:47,113 [58] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: Type' has been applied.
2018-06-30 14:55:47,114 [58] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:47,117 [58] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDefaultValue, entity: 5b371fb1cab7e61d60d27fe6, attribute: TYPE, default value: ' has been applied.
2018-06-30 14:55:47,117 [58] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:47,117 [58] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetName, entity: 5b371fb1cab7e61d60d27fe6, attribute: TYPE, new attribute name: Type' has been applied.
2018-06-30 14:55:47,118 [58] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:47,122 [58] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:55:47,124 [58] INFO  Charon.DataSources.FileDataSource - Saving data to temporary file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'.
2018-06-30 14:55:47,133 [58] INFO  Charon.DataSources.FileDataSource - Replacing 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs' with file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'.
2018-06-30 14:55:47,133 [58] INFO  Charon.DataSources.FileDataSource - Transaction (id: 5b372973cab7e61d60d28013, Has Changes: True, Changed Documents: 1) was committed.
2018-06-30 14:55:47,133 [71] INFO  Charon.DataSources.FileDataSource - Trying to replace 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs' with file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'. Attempt #1.
2018-06-30 14:55:47,137 [71] INFO  Charon.DataSources.FileDataSource - Data was successfully saved to 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs'.
2018-06-30 14:56:38,707 [49] INFO  Charon.DataSources.FileDataSource - A change 'EntityUpdate, entity: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:56:38,707 [49] INFO  Charon.DataSources.FileDataSource - A change 'EntitySetDescription, entity: 5b371fb1cab7e61d60d27fe6, description: ' has been applied.
2018-06-30 14:56:38,707 [49] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:56:38,708 [49] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: ATK, add after: HP' has been applied.
2018-06-30 14:56:38,709 [49] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:56:38,715 [49] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: DEF, add after: ATK' has been applied.
2018-06-30 14:56:38,716 [49] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:56:38,718 [49] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: Courage, add after: DEF' has been applied.
2018-06-30 14:56:38,719 [49] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:56:38,724 [49] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:56:38,726 [49] INFO  Charon.DataSources.FileDataSource - Saving data to temporary file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'.
2018-06-30 14:56:38,743 [49] INFO  Charon.DataSources.FileDataSource - Replacing 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs' with file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'.
2018-06-30 14:56:38,744 [49] INFO  Charon.DataSources.FileDataSource - Transaction (id: 5b3729a6cab7e61d60d28015, Has Changes: True, Changed Documents: 1) was committed.
2018-06-30 14:56:38,744 [40] INFO  Charon.DataSources.FileDataSource - Trying to replace 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs' with file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'. Attempt #1.
2018-06-30 14:56:38,747 [40] INFO  Charon.DataSources.FileDataSource - Data was successfully saved to 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs'.
2018-06-30 14:57:47,286 [61] INFO  Charon.DataSources.FileDataSource - A change 'EntityUpdate, entity: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:57:47,286 [61] INFO  Charon.DataSources.FileDataSource - A change 'EntitySetDescription, entity: 5b371fb1cab7e61d60d27fe6, description: ' has been applied.
2018-06-30 14:57:47,287 [61] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:57:47,287 [61] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: MANA, add after: Courage' has been applied.
2018-06-30 14:57:47,288 [61] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:57:47,295 [61] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: Minion, add after: MANA' has been applied.
2018-06-30 14:57:47,296 [61] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:57:47,301 [61] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: Description, add after: Minion' has been applied.
2018-06-30 14:57:47,302 [61] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:57:47,305 [61] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:57:47,306 [61] INFO  Charon.DataSources.FileDataSource - Saving data to temporary file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'.
2018-06-30 14:57:47,322 [61] INFO  Charon.DataSources.FileDataSource - Replacing 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs' with file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'.
2018-06-30 14:57:47,323 [61] INFO  Charon.DataSources.FileDataSource - Transaction (id: 5b3729ebcab7e61d60d28019, Has Changes: True, Changed Documents: 1) was committed.
2018-06-30 14:57:47,323 [42] INFO  Charon.DataSources.FileDataSource - Trying to replace 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs' with file 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs.tmp'. Attempt #1.
2018-06-30 14:57:47,327 [42] INFO  Charon.DataSources.FileDataSource - Data was successfully saved to 'C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs'.
2018-06-30 15:07:19,456 [39] WARN  Charon.Services.Channel - An error occurred while receiving WebSocket message: The remote party closed the WebSocket connection without completing the close handshake.
2018-07-01 04:41:13,113 [9] FATAL Charon.Program - System.CannotUnloadAppDomainException: 卸載 AppDomain 時發生錯誤。 (發生例外狀況於 HRESULT: 0x80131015)
   at System.AppDomain.Unload(AppDomain domain)
   at Charon.Program.<>c.<Serve>b__17_3(Object state)
   at System.Threading.ThreadHelper.ThreadStart_Context(Object state)
   at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
   at System.Threading.ThreadHelper.ThreadStart(Object obj)
2018-07-01 04:41:13,300 [9] ERROR Charon.Program - An unhandled exception occurred.
System.CannotUnloadAppDomainException: 卸載 AppDomain 時發生錯誤。 (發生例外狀況於 HRESULT: 0x80131015)
   at System.AppDomain.Unload(AppDomain domain)
   at Charon.Program.<>c.<Serve>b__17_3(Object state)
   at System.Threading.ThreadHelper.ThreadStart_Context(Object state)
   at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
   at System.Threading.ThreadHelper.ThreadStart(Object obj)
